,x,y,z,vx,vy,vz
0,9.794051034920825,0.8906115646193129,0.8239243644880606,-0.7581113590028475,-1.2377659631940043,0.6969043470026643
1,1.1477469411677406,1.8366849299515073,1.6997744771633267,1.268003893026058,1.1032324891616316,-0.316975254015796
2,0.4710202016551233,0.27208102929140227,2.703072804510659,2.1971856536324843,-2.3288003437756863,-2.4167987302435052
3,1.207356597961379,0.02073936494912945,4.227687130080071,-2.0341658894475425,0.25030731485872815,-0.6927283660941335
4,0.7309138573830717,9.854192595199617,5.122908543700095,-0.12695913291645267,0.7830019913838523,0.7778670060973901
5,0.3891916692299145,0.7904341492837431,5.49035154543444,-1.0723690820322482,-0.36072208421897645,0.7520085753135121
6,0.5074196160146348,1.591261488996374,5.922668144656831,-2.2425852874074086,-1.084206598594442,0.5366611965551628
7,0.2451093639997527,1.5008517866199158,7.243357848407848,0.43753139154873094,-1.8394948779460798,-4.641251540651543
8,1.01711273067233,1.1255826044467103,7.931925139495449,0.8676649011861423,-1.676205910672627,-1.4236323181625783
9,0.5713456129318294,1.200921368171411,9.093230016240783,0.42907044717485976,0.6779585750966575,-0.3094872383310645
10,1.6839482387428044,0.22374375524133006,9.8687468846448,0.19146336512485532,0.25980597982853754,1.0390542210922387
11,1.2550617077798683,1.1472676407627382,0.9613544900758135,-0.4178208692448864,-2.1627512469195542,1.9519077117388464
12,1.397305086798317,0.3097428223062504,2.077250000276391,-0.10453771694336526,-0.3424054577035442,0.9022993594549109
13,1.4660756930775043,0.30650744223795634,3.0972298859425234,-0.28789084438493107,-0.31313206129177457,0.7869300349098369
14,2.24977268486064,0.2638418383443727,3.7484858173507978,0.7139618547073463,1.145790945543573,-0.47022421543282356
15,1.457321932383849,0.45938827154340267,5.435729693504332,0.4885936157203522,1.3022433453940891,-0.13362826259554786
16,0.903282801937,0.21971014414233145,6.350006031975895,-1.4498612949599117,1.8159625490580864,-0.542079193846793
17,1.1428061607309625,1.2521717696816395,6.854433091656217,-0.33448709370118573,-0.3862375945487661,-0.5394651080948184
18,1.8695457496577426,0.5303175259555217,8.071800168250151,0.9235328616099394,-0.7275133367377626,-0.13286091321554833
19,1.8341355410181113,1.0641046788676263,9.085128097859636,0.12031905152876987,2.2406288391949407,-0.6627274433072639
20,2.1463797488901917,1.098482371117172,0.2745584953667192,0.16181724145813406,-1.9285854750356854,-1.1796490248822278
21,2.8771310520094637,0.589020330678474,1.099854269849993,-0.5959677977682641,0.37934156214904524,1.6362017350622522
22,2.4239910979122348,1.1134661222324533,1.7924645560365127,1.3587762883987633,0.31160421838150676,-0.985955747213865
23,2.2868576857362193,0.4834546947465482,2.6101760246522634,-1.175519468316039,-0.27567405467762,0.5997555836578827
24,2.8849113794149854,0.601532627205648,4.441372814463266,-0.8972590969313301,1.8177534906352883,-0.6583362849947081
25,2.9455415824709994,0.4656970760509164,5.478687111634045,0.9455614069819827,-1.1211249989964982,-0.03511250018725692
26,2.8649141555583366,1.1297580119794217,6.302876407639316,0.7975841824641194,0.7609840264960853,0.32460533033253336
27,2.2382495153413577,0.8448357813922694,7.192016282277499,-1.996135976020056,-0.5734131966007189,-0.7378233626099365
28,2.712712105814808,0.9892544395893456,8.524518416193501,-2.453208893357535,-0.3956443181313896,1.3350973693727084
29,2.893712004777902,1.3532548559926578,9.410743630327636,0.6330610974188309,-1.9896158250196487,-1.0824762567017596
30,3.441113374152548,1.2525795216179199,0.21172141579060655,0.0378488720975495,-0.8498712734523882,-2.5886058155461464
31,4.24991109293353,0.10582993899220974,2.407807636865651,1.1053579518844583,2.457693838934743,-0.11620961525233856
32,3.228014845771454,0.5339097914425756,2.1429315434917715,-0.6391343894829846,0.9313538933929778,-0.8801833647813184
33,3.8439841485392465,0.027063974640937297,4.047160327570738,-0.33484054028404886,1.495000354925585,1.3952044217726436
34,3.8464759272342524,0.3710593027839543,5.012776640345266,2.5935764483320156,-1.7816552283224172,-0.20227161522257692
35,3.9221644446350417,0.7480845501123167,5.902787364267403,-1.3251869084266998,1.04246193241012,0.9554913371767216
36,3.160365393628024,0.3277711829591187,6.7823709128270355,-0.8575565382118843,0.7158624504624764,0.006566513213070884
37,3.712859168111906,0.40113843762762674,7.753850613213346,1.0038078588845518,0.6922119067575097,-1.0223845741525703
38,3.5695061390654335,0.364365168897181,8.846663560904483,1.4552138981036031,-0.5869972008866251,3.1230177250241216
39,3.9103391087188064,0.3925731508309325,9.774237216263359,0.4895272312813573,-0.6066555543082016,-1.155213065006349
40,3.8312851982672247,0.49615220486726885,0.730286378233603,0.45547777444181775,-2.3318788653520137,-2.4785495976069982
41,6.305312610289132,1.1017339792842606,2.3276417075396965,-0.5863587352539326,3.314587291624679,1.4438765158075548
42,4.388471198057999,0.6174610262456164,3.30352721522368,0.9086737717030181,1.0687455710803497,-1.0223941956554445
43,4.8019574215651915,1.3839986720020674,4.097392935460942,-0.9052115050803613,-0.2467864001823185,0.8355269675867727
44,4.40178116853293,1.3703674420751462,5.026453001538731,1.382749709539254,-0.9183052199037843,1.4852942834023355
45,4.49351584226371,9.991302097643283,6.382249269725825,0.46298611696866476,1.599516234606261,-1.725276560905216
46,4.049977078580192,0.8142260493728493,6.86943038487776,-1.0651324967609843,1.731281532178844,-0.10438382775485239
47,4.509536931243175,9.762410942123152,8.387788529520439,0.5621474852537537,0.015047841097983877,0.037573727084540924
48,4.899222159306755,0.6331805853816447,8.967141922548375,0.23240087433235476,0.3004173080534474,-0.9476220273228352
49,4.9553756077296915,0.11603774559297601,9.923336195075969,0.5224003201565418,-1.6134107129007897,0.027390488407476755
50,5.424458714114846,0.7861311171238772,0.7107724849413812,-0.09099365551001445,1.7536532508883262,-1.911546555865463
51,6.512938728181899,0.9145933058291622,3.441529345043163,-0.906066540266743,1.0670003266721115,-0.3398681638360838
52,5.469161102558411,1.1946035164503976,3.3153247684144693,0.8873703619354761,0.04122421581417422,1.17197437099691
53,5.650966379445376,2.018171174666523,3.5512787949482947,0.9959659724625056,0.15473178282024547,2.3466771527196406
54,4.924422940866102,0.6112081098801706,5.745958460333157,-1.329733683709713,-0.6866673147354276,1.9467737166702235
55,6.132403293766188,0.5470323755764802,5.817218510631685,-1.1222980605776758,2.181701796849853,-0.29229154280086694
56,6.192028862679649,0.48971915557062157,6.858520512079016,0.12110185622150373,-3.575083749096698,-0.5989953631181698
57,5.957500854098745,1.2468532078880086,7.788819625449239,-1.867106522921899,0.04091607723910838,-0.5188025199221786
58,5.776009167446463,0.7797511032046779,8.57474329244491,-1.1964056958897247,-3.0861799114510515,0.0026253554698778304
59,5.530471588005326,1.0690454284872637,9.697866753745249,0.24611902070273797,-1.6790374398503063,-0.4651407444406064
60,6.63398980623205,0.7313184628468627,1.404786600074564,-0.12310574749787885,-0.5584852531232635,-0.7484976981403165
61,7.129960528326843,0.499912869304847,2.4060563635181467,0.4496952283317013,0.1349204429006966,0.16742702384924418
62,7.277388173243325,0.8816795972087672,4.420596445325379,1.1458228230941048,2.3038302685581264,-0.705956479408817
63,5.666737064260337,0.7166092547933727,4.107112062224195,-1.1005822734404247,2.290995172332473,0.28873688092538463
64,6.3240563867813195,0.8476346680985629,4.959109932519872,-0.03737924094139855,0.11114054442513897,1.5758306976532461
65,7.236005512185611,0.8754610368445486,6.058282629532098,0.509158242956314,-0.7624973862670961,1.2907462164453463
66,7.231796856895543,0.3931474251127422,6.971883027233919,-1.975406586067982,-3.056142559566358,-0.48141712009807547
