,x,y,z,vx,vy,vz
0,0.625,0.625,0.625,0.16833939173084297,-0.16002674476184198,0.9799689653193427
1,0.625,0.625,1.625,1.3153298107319775,1.4420963386611425,0.674561909984763
2,0.625,0.625,2.625,-0.4786677925460039,0.5973354542984792,0.2744964944519407
3,0.625,0.625,3.625,0.7786941390172277,1.5356880132803477,-0.1758075946936511
4,0.625,0.625,4.625,-0.2417426456766011,-1.0224075463774789,0.4111033632289362
5,0.625,0.625,5.625,0.5507629882204212,-0.10127455004325976,1.4628883725920405
6,0.625,0.625,6.625,-0.2594531681472047,-0.3718087658326223,0.25786494679040334
7,0.625,0.625,7.625,-2.278249350529843,-0.19737770904260904,-1.920645567929747
8,0.625,0.625,8.625,0.6353141848657451,1.0305271525716069,-0.6382624193658617
9,0.625,0.625,9.625,1.1351945680958053,0.9649714714076517,-0.6692667365305794
10,1.625,0.625,0.625,-0.08398915091001528,-1.9129608249067844,-1.7813197215079772
11,1.625,0.625,1.625,2.031960764976624,1.0658244073631051,-0.6488935393862899
12,1.625,0.625,2.625,-1.1723660179430304,-0.6799925106493662,0.6270960801194105
13,1.625,0.625,3.625,-1.8839672316868217,0.6704577578125726,-1.2395255444910585
14,1.625,0.625,4.625,0.44515925477535473,-0.4063945079097405,-0.09805495529264013
15,1.625,0.625,5.625,0.42216179915376045,0.42352764395554565,-0.9296915288602786
16,1.625,0.625,6.625,0.9767885438659039,-0.8830541162835982,-0.12087686214621106
17,1.625,0.625,7.625,0.38276325772295594,-0.13376367480208273,1.342233340003122
18,1.625,0.625,8.625,1.90648099111968,0.4686698965506892,-0.6555503002356601
19,1.625,0.625,9.625,-1.3303013041170852,-0.30753015418502844,0.4181206707970324
20,2.625,0.625,0.625,-0.4405647640069381,0.13114656911419514,1.539583028049066
21,2.625,0.625,1.625,-0.8673356727782624,0.7616856988862369,0.4206259767534665
22,2.625,0.625,2.625,-0.9472035566676618,-1.3990441154182847,-0.8091236690704671
23,2.625,0.625,3.625,-0.8800020297416102,0.07804604535629563,-1.2353085879221348
24,2.625,0.625,4.625,0.946669381577471,0.7869539724356502,0.3900648484250498
25,2.625,0.625,5.625,3.4037653668631744,-1.3974130315444624,-0.32234408123027414
26,2.625,0.625,6.625,0.03306211380836037,-0.0274298379276329,-1.0511536267653598
27,2.625,0.625,7.625,-1.3463128317738269,0.01861509661445751,0.5516813739607065
28,2.625,0.625,8.625,-0.7373029869483897,1.254866314464021,-2.4461140905681993
29,2.625,0.625,9.625,-0.8384178225841733,-1.4004533722585704,0.15943633106733435
30,3.625,0.625,0.625,-1.3628823906227987,0.38635767215552536,-1.078639220582934
31,3.625,0.625,1.625,-1.2360747406150885,0.4937786610102675,0.8433580809651066
32,3.625,0.625,2.625,0.5556510983141283,1.8315621951164827,-1.2684260629860598
33,3.625,0.625,3.625,0.8654848034767252,0.8385180665190946,0.26307114671333687
34,3.625,0.625,4.625,0.6403196793716047,0.3516430951560719,-0.1014765398145002
35,3.625,0.625,5.625,-0.3308547260307402,0.22673457955765286,0.9735363196740474
36,3.625,0.625,6.625,-0.6980270603401157,-0.5645518562617104,-0.7239247948780764
37,3.625,0.625,7.625,0.19393445086674724,-1.2503683580391685,1.250811388135117
38,3.625,0.625,8.625,-1.0280978977416602,0.2767904047890867,0.6772887510798856
39,3.625,0.625,9.625,-0.5051257686281274,0.4161856520879509,0.5314476363667764
40,4.625,0.625,0.625,-0.4810735386215721,-1.1069823735907878,0.1032724637922634
41,4.625,0.625,1.625,0.9875222386263944,1.0605295739198646,-0.29468714147031516
42,4.625,0.625,2.625,-0.2905202000165468,0.1132062523706776,-0.035688511172868434
43,4.625,0.625,3.625,0.10659764905314914,1.8111170528145975,0.7821827351908184
44,4.625,0.625,4.625,1.3214467278440918,0.9481333359995736,0.5031342258429171
45,4.625,0.625,5.625,0.8399192758938356,0.013137606331688059,1.5324619278737173
46,4.625,0.625,6.625,-1.153955546407227,-0.06949896370175168,0.08805860129132016
47,4.625,0.625,7.625,1.3571840732350204,-0.32689674775120975,0.10594464565708998
48,4.625,0.625,8.625,1.1408401218678252,0.9901345584665548,1.136942009032895
49,4.625,0.625,9.625,0.4787157655877605,0.8207592316031213,-0.26609027258335755
50,5.625,0.625,0.625,0.0004673967200028231,-1.0890892523167477,0.8371439749875018
51,5.625,0.625,1.625,0.1415937441568889,0.7199306415215747,-0.9442442121712691
52,5.625,0.625,2.625,-1.383769465365316,0.4573539868166897,1.068476875312473
53,5.625,0.625,3.625,0.19338997537356822,1.203391496171435,-1.430253181648858
54,5.625,0.625,4.625,0.0967802065541464,-1.4135928305583563,1.8535111785602694
55,5.625,0.625,5.625,0.9013752589679181,1.1338449768481558,-1.6131821583282215
56,5.625,0.625,6.625,-0.18068390215909283,-0.6102277792267119,-0.15620300456391198
57,5.625,0.625,7.625,0.19859880969597557,-0.14764913383604805,-0.44010236210899306
58,5.625,0.625,8.625,1.5155055866555214,-1.501171867433059,-2.11360284004714
59,5.625,0.625,9.625,1.02417387402131,0.31384662306513045,0.5196203331544983
60,6.625,0.625,0.625,0.15437910046534772,0.15629057728910872,-0.3084943500610117
61,6.625,0.625,1.625,0.17561215648169295,1.09502186182083,-0.09180142814702405
62,6.625,0.625,2.625,-1.4174222128498544,0.31836378227199974,1.5424600953719025
63,6.625,0.625,3.625,-0.41457744494163873,0.3788411148016593,1.4654075274208194
64,6.625,0.625,4.625,0.11248135134180026,1.768709396803516,-0.6438020412993205
65,6.625,0.625,5.625,0.29200549075205495,2.9304945437539285,1.1406533384866484
66,6.625,0.625,6.625,0.48031086836158554,-0.07142208801911754,0.48869146193506097
67,6.625,0.625,7.625,1.6454088438417376,0.491157078895307,0.322381153946904
68,6.625,0.625,8.625,-0.4702337585165454,0.08258286230077291,1.0198018174811188
69,6.625,0.625,9.625,1.346532306108393,1.408785265439828,0.17160544062438762
70,7.625,0.625,0.625,0.7873202086201975,-0.1455377946659952,-0.5236591083543118
71,7.625,0.625,1.625,-0.1711110037074473,-0.10713173208810027,-0.7066248364843896
72,7.625,0.625,2.625,-0.31284938678131824,0.7369745132766522,0.28880912550001736
73,7.625,0.625,3.625,-0.7879806944696555,0.008779351196399485,1.0315537789220421
74,7.625,0.625,4.625,-1.5790723924164336,-0.4530843928588562,-0.5921138891906053
75,7.625,0.625,5.625,1.1894279894815107,0.8661274508820848,-0.13453358726955802
76,7.625,0.625,6.625,-0.03299562177685633,-0.3146789719746592,2.3510153797823126
77,7.625,0.625,7.625,0.19269951210563427,0.18241706214643594,1.1922408114753706
78,7.625,0.625,8.625,-1.7031443369255783,-0.25900072787396217,0.6627594242325234
79,7.625,0.625,9.625,-0.1992291738606116,0.9661036799997488,-0.3773441688166453
80,8.625,0.625,0.625,0.10041273029206653,1.4901412712817335,0.3742989646554052
81,8.625,0.625,1.625,0.6115213799485365,-0.5839370541312223,0.8129011568737462
82,8.625,0.625,2.625,0.5000388230721139,-0.17625783333333156,0.29870416349659346
83,8.625,0.625,3.625,-1.193367864969325,0.3888665352251868,-0.75892636313814
84,8.625,0.625,4.625,-0.2719491935708376,-1.3884827102930684,-1.2383405233832372
85,8.625,0.625,5.625,-0.25942307356420014,0.618121455946053,0.7403267827758513
86,8.625,0.625,6.625,-0.036093211005020526,0.09227733354861481,-0.040102252042635594
87,8.625,0.625,7.625,0.08967558506210405,-0.1749236800950303,-0.8851551135301325
88,8.625,0.625,8.625,-0.8146234663303995,0.1836722714366651,-0.14762618895909785
89,8.625,0.625,9.625,0.533511572598776,-0.5380535113705017,-1.4727454991461444
90,9.625,0.625,0.625,1.2160432599068458,-1.1720559929715755,1.48209499051788
91,9.625,0.625,1.625,0.6885591157722676,-0.522257290028525,-1.5157200512860876
92,9.625,0.625,2.625,0.4045137948846604,-0.14015033122312476,0.7664759886790958
93,9.625,0.625,3.625,-0.48329881137209424,-1.8086588857541408,-0.633469411543131
94,9.625,0.625,4.625,0.10476675906664099,1.033112173164927,0.2934312949190435
95,9.625,0.625,5.625,-0.8614988287368993,-0.5839437496825699,-0.22406038659152414
96,9.625,0.625,6.625,-0.5247889413658918,-0.7303140169924822,2.096221724981599
97,9.625,0.625,7.625,-0.21270424606760727,0.2945665413714406,-0.4316073422713335
98,9.625,0.625,8.625,1.4394056349308286,-0.06492747575763427,0.9261555953087754
99,9.625,0.625,9.625,0.773501770591425,0.5984808778330689,1.2933461295950741
100,0.625,1.625,0.625,-0.48685138692887664,-1.7008618424269557,-0.7089368581619749
101,0.625,1.625,1.625,-0.6350023077481072,0.6536951368946002,-0.9996290202198346
102,0.625,1.625,2.625,0.7740502586985745,0.29189889707092537,2.421772281479468
103,0.625,1.625,3.625,0.7224844149891955,1.4272426146711095,1.3221956639755084
104,0.625,1.625,4.625,1.3174056087651758,1.13423005405851,-1.1637337277785997
105,0.625,1.625,5.625,0.547490097218873,-0.5362022212682437,-0.13914033587264857
106,0.625,1.625,6.625,-0.3439774171143992,-1.1677515583649742,0.04726186204560422
107,0.625,1.625,7.625,0.5716928840020414,-0.5113094298182189,1.4216046568490726
108,0.625,1.625,8.625,0.8910113501095361,0.3717591221380935,0.2936616716929755
109,0.625,1.625,9.625,0.13532806200072073,1.822456522359836,0.33304993964872875
110,1.625,1.625,0.625,-0.7466682547054473,-1.705603879891054,0.6054676600864259
111,1.625,1.625,1.625,-0.6071035850117289,1.6183498402232495,0.5759428032740268
112,1.625,1.625,2.625,1.1748028848667462,-1.6122536881238418,-1.7267475718434837
113,1.625,1.625,3.625,0.39045816439093667,-0.9497722027313351,0.376481291799484
114,1.625,1.625,4.625,-1.9049130156913279,-0.5720186159402303,1.1176579833320825
115,1.625,1.625,5.625,1.0063092772277074,-1.1205269047036102,1.5175264204137082
116,1.625,1.625,6.625,0.3905534962128173,-0.43435386033417817,0.3597514247256368
117,1.625,1.625,7.625,0.8299986435232607,0.5590804788517576,0.5330066441837005
118,1.625,1.625,8.625,-0.7826854283290624,1.0074451612296462,-0.5795364352728881
119,1.625,1.625,9.625,0.9547923479089431,2.59674751248391,0.7227424997110566
120,2.625,1.625,0.625,-0.2081861119934015,1.1493533727285985,1.6110643175237038
121,2.625,1.625,1.625,0.4248332030705411,1.2362278312610324,-1.2777905018983609
122,2.625,1.625,2.625,-0.8569773398620104,0.1995873486499073,-0.9681595956926773
123,2.625,1.625,3.625,0.1295428589533277,0.029105672685912035,2.1498044700435925
124,2.625,1.625,4.625,1.792589914500837,0.3673728511380082,-1.2573250168916368
125,2.625,1.625,5.625,0.608776763139509,-1.067932807858387,-0.4335612804303004
126,2.625,1.625,6.625,1.3724477621535862,0.009431475915967647,0.9006440811447736
127,2.625,1.625,7.625,0.10982716931106332,0.5880413304084207,0.10498327734465224
128,2.625,1.625,8.625,-0.16576763263362163,1.6778388174576822,-0.07931182085576728
129,2.625,1.625,9.625,-0.5904394164662675,0.6900692539668717,0.6160660831986611
130,3.625,1.625,0.625,0.7773588886862086,1.9359557414390884,-0.3679473870834339
